transaction_id,account_id,transaction_type,amount,transaction_date,location,device,is_fraud
96,5052,Withdrawal,95473.52,2020-09-21 07:55:23,South Williammouth,Web,0
97,397,Withdrawal,91652.77,2023-06-01 13:50:39,Robertberg,Mobile,0
98,6842,Payment,45675.89,2021-05-01 11:42:44,East Jasonborough,Mobile,0
99,1019,Withdrawal,81531.06,2023-02-10 06:06:45,East Catherinefurt,Web,0
100,803,Deposit,16307.26,2025-02-08 14:07:42,Victoriaside,Web,0
101,2519,Payment,62010.57,2021-07-05 21:45:23,Virginiaville,Web,0
102,2478,Deposit,43138.12,2023-03-10 08:04:22,Murphystad,Mobile,0
103,4063,Payment,1636.95,2025-08-24 16:46:08,Lake Angela,Mobile,0
104,734,Transfer,73759.17,2021-04-27 07:07:18,Lisaside,Web,0
105,3167,Transfer,88525.13,2024-04-05 10:30:46,Lake Joel,ATM,0
106,1833,Deposit,1374.44,2025-08-01 11:46:04,East Masonmouth,Mobile,0
107,6705,Transfer,39381.8,2025-07-26 18:02:16,Port Aliciaburgh,Web,0
108,29,Withdrawal,70902.03,2021-01-15 11:08:40,Ronaldville,Mobile,1
109,6111,Deposit,5811.67,2024-04-22 05:24:20,Port Alison,Web,0
110,1087,Deposit,32546.36,2023-07-14 01:10:20,Mckaybury,Mobile,0
111,2420,Transfer,19107.81,2023-06-08 14:18:49,Edwardberg,ATM,0
112,480,Withdrawal,6387.59,2022-09-09 04:09:03,Lanebury,Mobile,0
113,4123,Withdrawal,69879.37,2021-02-08 10:14:14,New Ryanborough,Web,0
114,2854,Withdrawal,31435.24,2022-12-18 15:31:41,South Cody,Web,0
115,3822,Payment,52661.93,2021-11-01 18:48:55,Lake Karen,Mobile,0
116,6483,Deposit,7262.88,2021-01-19 18:32:10,South Jessicaside,ATM,0
117,2633,Withdrawal,14907.61,2023-02-06 23:43:21,Doylefurt,ATM,0
118,3609,Deposit,42251.43,2023-03-28 11:17:03,Spencertown,Mobile,0
119,6657,Payment,9465.34,2022-12-08 00:05:44,Dominiqueland,Mobile,0
120,4081,Deposit,35728.29,2025-02-26 03:46:31,North Ronaldfurt,Web,0
121,288,Deposit,8868.42,2021-05-18 10:32:34,East Ashley,Web,0
122,6154,Transfer,57370.4,2024-05-08 00:19:27,North James,Mobile,0
123,5262,Withdrawal,84745.41,2023-08-16 19:12:39,East Sherry,Mobile,0
124,4313,Withdrawal,54480.72,2025-02-04 21:15:36,Annehaven,ATM,0
125,5449,Withdrawal,39767.05,2021-10-11 20:17:51,North Kyle,Mobile,0
126,4662,Deposit,88320.73,2021-02-19 10:33:21,Lawsontown,Mobile,0
127,3759,Payment,47710.28,2020-11-28 07:01:15,West Emilyville,ATM,0
128,4442,Withdrawal,47666.5,2022-10-05 18:22:59,Whitechester,ATM,0
129,3728,Payment,37499.57,2023-04-23 02:24:32,Michaelberg,Web,0
130,4748,Transfer,87284.73,2021-10-21 07:16:41,Thomasshire,ATM,0
131,3455,Deposit,68760.85,2024-06-27 16:28:28,West Sheilafurt,Mobile,0
132,2074,Withdrawal,62527.4,2022-12-02 09:48:19,Racheltown,ATM,1
133,837,Withdrawal,47992.06,2023-05-21 19:40:21,East Williamhaven,ATM,0
134,6506,Withdrawal,87944.52,2020-12-22 14:53:17,West Roger,ATM,0
135,6957,Deposit,82793.04,2024-09-16 19:29:31,North Gregorymouth,Mobile,0
136,4880,Transfer,87609.65,2022-07-30 23:48:50,Codyport,Mobile,0
137,6639,Transfer,71790.87,2025-04-23 04:43:33,Knightview,Web,0
138,3197,Withdrawal,12026.4,2023-07-20 14:05:24,Lake Eric,Mobile,0
139,1383,Payment,93806.21,2024-03-24 03:13:17,Lake Cynthia,Web,0
140,326,Payment,40312.89,2021-04-06 02:17:08,Danaberg,Web,0
141,6960,Transfer,14194.38,2023-12-12 13:27:47,West Jessica,Mobile,0
142,187,Transfer,87117.74,2025-05-04 13:13:17,Lake Kathryn,Mobile,0
143,1722,Payment,67976.89,2020-09-06 02:45:30,Port Evan,Web,0
144,5085,Transfer,76459.18,2023-01-26 08:43:50,East Deborahport,Web,0
145,1333,Payment,96097.71,2025-06-01 03:40:02,Richardhaven,Web,0
146,1491,Transfer,21565.9,2024-10-20 14:10:40,Jamesville,Web,0
147,4623,Payment,81056.38,2022-02-06 22:29:56,Yangfort,ATM,0
148,1897,Payment,23147.23,2022-09-18 09:23:47,Joseberg,ATM,0
149,2546,Payment,14911.77,2022-12-07 18:15:43,East Davidmouth,ATM,0
150,909,Transfer,61601.95,2024-11-09 21:34:32,West Ann,Mobile,0
151,2879,Withdrawal,95472.18,2024-06-17 23:57:29,Lake Laurastad,ATM,0
152,1460,Withdrawal,76726.89,2024-03-30 11:33:35,Millsmouth,Mobile,0
153,3793,Withdrawal,95935.88,2023-07-05 06:11:04,New Curtistown,Web,0
154,4801,Transfer,32059.9,2024-06-24 10:21:56,Powellburgh,ATM,0
155,5782,Transfer,82455.46,2025-08-08 00:14:02,Latoyaborough,Mobile,0
156,487,Withdrawal,83852.32,2023-03-25 21:42:53,Leestad,Mobile,0
157,1537,Withdrawal,72039.98,2023-11-26 05:47:00,Annamouth,Web,0
158,4844,Withdrawal,82869.31,2022-10-09 20:53:59,Schneidermouth,ATM,0
159,6656,Withdrawal,92871.37,2021-11-21 17:45:47,Millerstad,ATM,0
160,4320,Deposit,91679.54,2023-06-12 20:47:07,East Meredithchester,Web,0
161,647,Deposit,95984.75,2024-03-21 14:22:16,Port Richardburgh,Mobile,0
162,762,Payment,70106.88,2023-08-28 20:20:35,Stoneside,Mobile,1
163,5093,Payment,89589.81,2022-04-04 12:59:20,South Amandatown,Mobile,0
164,2688,Payment,43886.91,2023-12-31 22:47:58,West Elizabeth,Mobile,0
165,3857,Withdrawal,53593.21,2021-09-30 20:52:06,North Amber,ATM,1
166,1630,Transfer,37008.2,2022-04-11 10:53:20,North Gabriel,Mobile,0
167,3973,Deposit,74976.1,2025-01-29 10:15:58,Melissaborough,ATM,0
168,4597,Transfer,94038.46,2021-09-09 07:13:05,Johnchester,Web,0
169,4029,Transfer,42649.87,2023-11-19 22:15:54,Lake Johnland,Web,0
170,6490,Payment,3843.16,2022-01-27 07:59:23,East Gregory,ATM,0
171,4035,Payment,36245.68,2025-06-20 01:21:28,Randymouth,ATM,0
172,602,Transfer,79413.65,2025-01-28 00:29:47,Lanefort,Mobile,0
173,807,Payment,2310.76,2025-02-09 10:53:03,Georgebury,Mobile,0
174,2066,Payment,78700.08,2025-01-23 03:17:28,Lake Vanessa,Mobile,0
175,4253,Transfer,29586.25,2025-02-25 10:44:17,East Jamesfort,Web,0
176,2695,Transfer,59997.49,2023-04-03 06:59:53,Port Heidi,Mobile,0
177,3899,Transfer,19665.56,2022-07-30 19:18:02,Mendezborough,Web,0
178,6381,Transfer,95042.92,2022-07-24 03:36:37,Jamesburgh,ATM,0
179,5439,Withdrawal,9279.2,2024-12-05 11:08:20,Millerborough,Mobile,1
180,3778,Transfer,20715.06,2023-04-02 17:17:53,Lake Jennifer,Mobile,0
181,3304,Transfer,97762.68,2021-01-31 11:33:27,New Lisa,Web,0
182,3554,Withdrawal,52441.98,2023-12-21 18:57:49,Hodgesmouth,Web,0
183,4495,Payment,69516.51,2021-12-12 16:14:53,Lake Amanda,ATM,0
184,716,Withdrawal,51527.86,2021-09-10 18:26:13,Merrittmouth,Web,0
185,5799,Deposit,29927.13,2021-08-22 23:08:57,North Anthonymouth,Web,0
186,3040,Payment,29228.36,2024-07-01 02:24:24,Franklinside,ATM,0
187,682,Transfer,76725.83,2024-10-11 01:57:46,North Jeremymouth,ATM,0
188,24,Deposit,48432.51,2023-02-18 13:10:07,Joneston,ATM,0
189,4583,Withdrawal,53564.29,2022-10-31 14:58:26,South Edwardtown,ATM,0
190,4512,Payment,45510.22,2021-12-07 00:00:22,Brianfurt,Web,0
191,4504,Payment,73259.6,2022-07-25 11:13:25,Charlesside,Web,0
192,6880,Transfer,25607.32,2023-05-01 20:40:52,Moraleschester,ATM,0
193,6064,Transfer,56432.1,2024-06-16 14:57:32,Christianbury,Web,0
194,6923,Payment,13954.51,2021-09-08 18:15:33,Paynemouth,ATM,0
195,5735,Transfer,50485.52,2024-12-19 13:57:51,Michaelberg,ATM,0
196,6792,Transfer,49784.97,2021-06-23 23:28:56,Millerberg,ATM,0
197,601,Payment,32164.69,2021-03-07 04:42:46,Velezport,Web,0
198,4838,Transfer,24108.12,2023-06-17 00:16:19,Martinland,Mobile,0
199,4644,Transfer,57299.7,2024-10-21 13:16:44,Port Jamesfurt,ATM,0
200,6206,Transfer,91642.6,2021-08-20 08:04:29,South Terrance,Mobile,1
201,2529,Deposit,53163.28,2021-11-24 09:29:20,Michelleburgh,ATM,0
202,4289,Transfer,75694.61,2021-09-04 19:45:15,Lake Tammy,Web,0
203,573,Transfer,21282.65,2022-05-06 21:16:39,Meganmouth,Mobile,0
204,4290,Deposit,54571.74,2022-01-18 21:49:39,New Emily,Web,0
205,3789,Withdrawal,2343.55,2024-06-17 21:31:05,Brianfort,ATM,0
206,1703,Deposit,85511.47,2023-01-21 06:46:05,East Juan,Mobile,0
207,2228,Payment,33245.04,2025-04-30 05:24:01,Lake Cindystad,ATM,0
208,6299,Withdrawal,67691.56,2023-06-25 11:31:09,Donnamouth,Web,0
209,1579,Transfer,8520.09,2021-10-07 06:51:38,South Joseph,Web,1
210,6727,Transfer,28676.48,2021-02-09 11:05:56,New Annamouth,ATM,0
211,6529,Deposit,54654.21,2021-05-07 13:47:41,Strongberg,Web,0
212,4955,Transfer,59000.26,2021-05-06 17:03:10,Alvarezfurt,ATM,0
213,6050,Payment,37698.84,2020-10-30 05:35:39,West Steven,Web,1
214,4380,Payment,86263.09,2025-08-17 23:30:41,New Christine,Mobile,0
215,6960,Withdrawal,31335.06,2024-01-13 01:56:47,Carlsonton,Mobile,0
216,1884,Payment,71211.43,2023-09-01 22:08:15,Kimberlyton,Web,0
217,1723,Transfer,53049.62,2023-03-28 18:56:00,Burnsview,Mobile,0
218,2060,Withdrawal,31331.83,2025-02-17 09:34:16,Petersenmouth,ATM,0
219,1728,Transfer,57581.08,2021-05-12 11:02:35,Hoganberg,Mobile,0
220,1649,Withdrawal,45073.43,2023-01-27 13:26:56,Port Jeffreyfurt,Web,0
221,841,Transfer,35252.72,2024-01-31 11:55:44,Velezfort,Mobile,0
222,734,Withdrawal,15175.9,2024-07-08 15:37:59,Adamsland,Web,0
223,239,Deposit,66743.47,2021-12-08 16:05:53,South Erin,ATM,1
224,453,Payment,74511.59,2021-01-22 08:55:20,Port Anne,ATM,0
225,1277,Payment,16013.3,2023-07-03 14:07:27,Ortizside,Web,0
226,6944,Payment,21246.4,2021-11-29 16:03:35,Adrienneberg,Web,0
227,2640,Withdrawal,7268.16,2022-12-15 23:36:01,Jenniferport,ATM,0
228,3209,Withdrawal,57740.67,2024-10-20 09:26:54,West Dana,Web,0
229,1884,Withdrawal,51747.85,2023-11-09 11:21:43,Lake Meganside,Mobile,0
230,6075,Payment,5611.25,2024-07-23 08:02:24,New Sarafort,Web,0
231,3956,Deposit,38840.91,2023-06-30 06:25:24,Lake Ethan,ATM,0
232,5181,Payment,56636.0,2023-06-02 17:06:20,Carpentershire,Web,0
233,1867,Payment,98275.1,2023-08-13 22:21:44,Whiteheadtown,Web,0
234,6838,Deposit,74949.07,2020-11-17 02:00:04,North Mariamouth,Mobile,0
235,6441,Transfer,50448.01,2022-01-07 18:16:52,Carsonmouth,Mobile,0
236,3455,Deposit,56263.85,2021-07-16 03:42:00,West Andreahaven,ATM,0
237,6070,Withdrawal,77150.4,2023-09-14 21:54:39,New Christopherfort,ATM,0
238,1734,Payment,34388.99,2022-09-30 00:54:24,Biancatown,Mobile,0
239,3084,Transfer,98626.96,2021-10-24 22:40:28,Katieville,ATM,0
240,5064,Withdrawal,76886.45,2020-09-23 15:57:07,West Chris,ATM,0
241,4212,Deposit,79766.26,2023-05-10 18:37:05,Rubenside,Web,0
242,244,Transfer,58599.4,2022-05-29 21:27:56,Whiteland,Web,0
243,6186,Payment,35847.21,2025-05-23 02:25:02,Marcuschester,ATM,0
244,804,Transfer,89143.14,2024-07-18 06:01:13,North Seanborough,Web,0
245,2445,Transfer,73831.92,2023-04-16 14:54:08,Mooreton,Mobile,0
246,3084,Transfer,91814.73,2024-12-13 19:51:30,Andrewborough,ATM,0
247,5991,Payment,11897.56,2021-03-01 01:44:24,North Anthony,Web,0
248,2139,Deposit,46089.41,2024-12-16 20:45:57,East Tina,Web,0
249,5077,Deposit,94286.78,2023-09-12 04:08:16,Crystalburgh,Web,0
250,5687,Deposit,41933.25,2021-10-01 14:22:16,Torresview,ATM,0
251,3698,Payment,42939.36,2025-02-19 13:52:57,Andrewsborough,ATM,0
252,1426,Payment,91394.13,2020-12-23 05:38:09,Jeanetteburgh,ATM,0
253,6202,Transfer,32095.8,2023-02-01 11:45:00,Stevenfurt,Mobile,0
254,6145,Transfer,29246.73,2022-06-24 02:48:31,North Kathleen,ATM,0
255,373,Withdrawal,65603.22,2025-04-11 14:38:07,Harrellland,Mobile,0
256,5558,Transfer,62494.69,2024-12-22 08:07:30,Skinnerchester,ATM,0
257,4844,Payment,41386.21,2021-03-10 20:09:55,Johnsonland,Mobile,0
258,6897,Deposit,37950.16,2021-05-31 17:11:40,Petersonstad,Web,0
259,4757,Withdrawal,17653.29,2022-10-26 18:17:38,Shannontown,Web,0
260,3557,Deposit,28725.43,2022-05-23 12:23:36,Torresland,Web,0
261,215,Transfer,93856.61,2022-07-16 10:32:31,New Jessica,Mobile,0
262,2373,Withdrawal,38808.18,2025-07-07 00:35:17,Joshuaborough,ATM,0
263,173,Deposit,7215.94,2021-09-16 05:08:52,Aaronfurt,Web,0
264,5593,Transfer,79543.25,2021-11-11 05:50:09,Jamesfort,Mobile,0
265,1560,Deposit,36828.73,2025-06-21 12:53:28,North Jeffreyfurt,Mobile,0
266,6289,Deposit,80473.95,2021-06-13 02:37:24,West Thomasborough,Web,0
267,579,Transfer,92861.22,2023-08-27 23:52:28,Lake Michaelside,Web,0
268,1942,Withdrawal,38963.45,2025-07-14 21:48:12,New Michael,Mobile,0
269,2648,Transfer,30235.88,2023-05-08 07:52:09,East Sandraborough,Mobile,1
270,1860,Deposit,20556.39,2022-10-31 02:00:21,New Christopher,Mobile,0
271,3307,Withdrawal,32061.08,2022-06-16 22:56:50,Port Lisaborough,Web,0
272,2068,Deposit,77030.28,2024-10-04 00:16:26,Louischester,Web,0
273,4690,Payment,634.03,2022-04-26 13:34:38,Sandovalmouth,Web,0
274,4256,Deposit,24013.19,2024-04-23 05:41:26,Port Marie,ATM,0
275,2112,Payment,3771.56,2024-09-07 13:51:28,Port Dwayne,ATM,0
276,3919,Withdrawal,5345.0,2025-03-14 17:33:06,Jenniferborough,Web,0
277,6117,Deposit,92949.1,2021-12-08 20:06:20,Courtneyton,Mobile,0
278,4411,Payment,92037.69,2023-10-22 10:55:28,Jeremyfurt,Mobile,0
279,149,Payment,69253.87,2021-12-01 19:59:08,Hatfieldview,Web,0
280,5599,Payment,99062.57,2025-02-07 10:26:03,Valerieland,Web,0
281,6917,Deposit,40900.91,2021-09-10 04:35:47,East Michellehaven,Web,0
282,2814,Withdrawal,94840.81,2021-08-27 04:42:16,Deniseshire,Mobile,0
283,4365,Withdrawal,4950.95,2024-04-08 19:20:05,Jacquelineton,ATM,0
284,1025,Deposit,14706.07,2023-06-17 00:21:04,Campbellfort,Mobile,0
285,5793,Transfer,22944.36,2021-02-09 10:55:55,Espinozaport,Mobile,0
286,1465,Payment,73019.87,2024-07-26 18:13:08,East Wendy,Mobile,0
287,6892,Payment,46345.55,2022-03-02 16:44:18,South Lauren,Mobile,0
288,96,Deposit,72458.83,2021-07-14 14:12:45,East Kevinstad,ATM,0
289,2890,Deposit,48495.32,2021-05-25 04:03:59,Amberland,Web,0
290,4782,Payment,79474.61,2024-08-22 18:09:07,Brandymouth,Mobile,0
291,3551,Deposit,27445.47,2024-12-29 13:14:12,Gonzalesville,ATM,0
292,900,Withdrawal,93933.18,2023-04-05 04:07:14,New Paulastad,Web,0
293,5382,Withdrawal,12690.29,2023-05-30 23:13:24,Larryfort,Mobile,0
294,4209,Payment,61531.33,2021-02-25 10:21:32,Johnsonside,Web,0
295,6717,Withdrawal,90632.16,2024-12-24 12:42:50,Georgeberg,Web,0
296,4499,Deposit,10150.05,2024-10-13 12:37:09,Lake Allison,ATM,0
297,711,Deposit,28241.9,2021-07-25 14:47:05,East Lauren,ATM,0
298,2846,Withdrawal,20907.14,2025-07-13 12:05:36,Mejiaborough,ATM,0
299,5303,Withdrawal,62248.58,2021-05-04 11:35:04,Williamsport,Web,0
300,6589,Deposit,60252.77,2021-07-22 16:19:49,North Amyshire,Web,0
301,5092,Withdrawal,37533.5,2024-05-08 23:06:11,Lake Josephburgh,Mobile,0
302,3449,Transfer,81305.41,2021-11-28 12:20:40,Brandiville,Web,0
303,1699,Withdrawal,13578.16,2021-09-09 03:00:06,Brandonview,Mobile,0
304,2410,Payment,11557.17,2025-06-26 15:34:08,Vasquezfort,Mobile,0
305,5992,Withdrawal,97146.47,2023-07-18 07:29:27,Jonesbury,Mobile,0
306,82,Withdrawal,27540.39,2022-10-18 14:05:05,East James,Mobile,0
307,6674,Transfer,17994.2,2025-08-08 23:21:04,Dianaburgh,Mobile,0
308,4708,Deposit,18092.72,2021-12-04 08:52:21,Ronaldberg,Mobile,0
309,4901,Deposit,85269.39,2020-09-26 08:21:46,South Jasontown,Web,0
310,3400,Deposit,37363.66,2022-08-22 01:04:09,Robinborough,Mobile,1
311,5892,Payment,68811.85,2023-08-13 00:27:45,Vazquezborough,Web,0
312,5646,Deposit,65384.81,2022-01-29 14:16:57,New Anthonyfurt,ATM,0
313,1862,Deposit,21733.62,2021-07-12 20:35:00,Francischester,Web,0
314,6736,Transfer,48048.16,2021-12-03 12:06:14,Larryland,ATM,0
315,4845,Payment,13854.44,2021-12-19 17:12:15,Port Sarahmouth,Web,0
316,3176,Payment,9059.3,2023-02-02 09:48:48,East Heidi,Mobile,0
317,6490,Transfer,26127.04,2022-12-06 16:03:14,North Kristy,Mobile,0
318,1257,Withdrawal,93629.27,2020-12-10 02:41:17,East Scottberg,Mobile,0
319,5362,Payment,54637.88,2025-03-07 20:51:22,South Tiffany,Mobile,0
320,2039,Deposit,43321.75,2024-02-01 07:42:57,Jaredchester,Web,0
321,4811,Payment,75968.36,2020-10-03 15:25:43,East Sarahtown,Web,0
322,6982,Transfer,2266.84,2023-06-04 01:05:58,Port Margaretburgh,Mobile,0
323,567,Withdrawal,64345.31,2025-03-10 21:59:42,South Saraland,Web,0
324,1731,Deposit,22378.75,2022-10-23 06:44:03,Richardfort,Mobile,0
325,1769,Deposit,26670.97,2025-08-12 08:41:27,West Taylorton,ATM,0
326,2222,Deposit,93293.4,2023-09-08 14:33:06,West Matthewborough,Mobile,0
327,489,Payment,18156.79,2023-04-10 11:28:10,East Todd,ATM,0
328,806,Transfer,4986.12,2025-08-03 19:01:07,North Matthew,Web,0
329,3326,Transfer,33831.26,2021-06-28 23:02:57,Jerryside,Web,0
330,4811,Withdrawal,75815.38,2022-06-30 06:40:46,Ortegaside,Web,0
331,3597,Withdrawal,49571.68,2024-11-01 05:53:59,West Jeanne,Mobile,0
332,1407,Transfer,24247.99,2023-06-20 19:38:15,Littlefurt,Web,0
333,1279,Withdrawal,93748.14,2024-05-23 00:12:34,Torreshaven,Web,0
334,6354,Transfer,24813.53,2022-12-24 18:45:29,Hudsonborough,ATM,0
335,1832,Withdrawal,96829.93,2025-07-08 22:49:49,East Williambury,Web,0
336,6562,Deposit,97361.13,2023-06-04 23:53:03,North Chase,Web,0
337,6464,Withdrawal,66262.78,2022-07-12 22:44:11,Harringtonhaven,Web,0
338,5283,Transfer,81289.74,2024-09-08 02:36:57,Forbesfort,Web,0
