account_id,customer_id,account_type,account_balance,account_status,created_date
173,2651,Current,83819.37,Dormant,2021-06-11
174,1778,Savings,44910.07,Closed,2021-05-26
175,3901,Current,314219.17,Active,2024-08-13
176,3755,Savings,59021.2,Active,2021-06-11
177,3311,Savings,432035.5,Closed,2017-12-21
178,1478,Current,332130.41,Dormant,2016-03-20
179,3422,Current,461161.72,Dormant,2021-02-24
180,4090,Credit,157630.02,Dormant,2024-11-10
181,2859,Savings,252856.69,Closed,2023-09-21
182,4888,Credit,279308.2,Closed,2022-02-25
183,2719,Current,137770.21,Active,2018-08-02
184,2484,Current,341493.57,Closed,2025-07-13
185,1596,Savings,180733.44,Closed,2021-04-05
186,975,Credit,293261.25,Closed,2025-02-16
187,4251,Credit,382207.84,Active,2025-06-14
188,3270,Current,306638.53,Dormant,2024-06-12
189,1963,Savings,182941.79,Closed,2015-10-27
190,4584,Current,49404.44,Closed,2021-12-25
191,3187,Credit,276331.58,Dormant,2015-09-22
192,2854,Savings,17914.42,Closed,2025-06-21
193,4317,Savings,41600.67,Closed,2017-08-05
194,272,Savings,438851.33,Dormant,2025-02-04
195,2492,Credit,447552.52,Closed,2024-09-25
196,1224,Savings,313867.44,Dormant,2023-01-22
197,3287,Credit,59521.6,Active,2022-08-03
198,568,Credit,156936.01,Dormant,2016-04-23
199,2678,Savings,110387.82,Active,2017-01-03
200,1742,Credit,293030.39,Dormant,2018-05-08
201,1990,Credit,304977.1,Dormant,2019-03-23
202,4840,Current,75617.64,Active,2021-10-11
203,4735,Credit,100092.09,Closed,2018-10-09
204,2103,Savings,207149.5,Active,2019-01-19
205,3356,Current,374021.35,Active,2016-08-09
206,4217,Savings,405254.8,Closed,2019-01-24
207,2278,Credit,321364.2,Active,2019-11-29
208,2132,Savings,103310.2,Dormant,2025-01-31
209,1722,Credit,229995.91,Closed,2021-10-14
210,136,Current,490735.19,Active,2023-09-19
211,3751,Savings,222520.21,Dormant,2015-11-12
212,4283,Current,186218.23,Active,2024-05-13
213,2577,Savings,74650.77,Closed,2017-08-21
214,2156,Savings,380508.62,Active,2024-10-05
215,2510,Current,478359.52,Closed,2017-02-03
216,441,Current,74699.29,Closed,2019-10-21
217,1258,Credit,397830.79,Dormant,2021-06-18
218,892,Savings,208131.87,Closed,2019-10-31
219,1409,Current,424810.18,Dormant,2016-10-06
220,2668,Current,400274.27,Active,2018-01-05
221,1594,Current,386197.03,Closed,2016-09-24
222,765,Current,302202.48,Closed,2018-08-25
223,4048,Savings,304661.38,Closed,2016-11-26
224,4488,Current,469258.81,Dormant,2022-03-03
225,3865,Current,16221.2,Closed,2024-08-13
226,2424,Current,478375.41,Dormant,2021-08-28
227,3361,Credit,305786.08,Closed,2024-08-12
228,2523,Credit,399790.92,Active,2018-01-10
229,646,Savings,40054.44,Closed,2023-07-10
230,1666,Credit,58688.71,Dormant,2024-04-13
231,4821,Credit,271058.92,Active,2020-04-06
232,2590,Savings,144554.95,Closed,2018-12-16
233,4634,Current,114567.28,Closed,2021-04-20
234,2091,Current,180045.42,Closed,2017-12-02
235,626,Credit,227527.78,Closed,2020-09-07
236,21,Credit,150741.17,Active,2019-01-01
237,4751,Savings,124839.14,Closed,2018-09-10
238,4133,Credit,385386.51,Active,2018-09-22
239,2665,Credit,258887.52,Closed,2019-10-26
240,226,Savings,13747.92,Closed,2015-09-08
241,639,Savings,205755.25,Closed,2018-05-10
242,46,Credit,107818.67,Dormant,2016-09-28
243,1650,Current,74548.21,Active,2024-11-15
244,1126,Savings,426196.71,Closed,2024-07-06
245,2812,Credit,10272.72,Closed,2024-05-23
246,2976,Savings,105723.76,Active,2022-11-04
247,2287,Current,293127.65,Dormant,2017-03-03
248,4149,Current,188046.4,Closed,2023-09-29
249,1291,Credit,311961.18,Dormant,2015-11-18
250,1254,Current,417434.53,Active,2018-11-13
251,95,Savings,391507.81,Dormant,2024-11-22
252,2727,Credit,192905.6,Active,2022-10-18
253,4637,Credit,459519.66,Closed,2020-10-20
254,2314,Current,495099.02,Dormant,2016-11-26
255,4794,Savings,228726.27,Closed,2016-12-14
256,3133,Savings,453889.5,Dormant,2019-09-02
257,1361,Credit,351080.09,Dormant,2021-12-24
258,1953,Savings,397974.29,Active,2021-02-23
259,3822,Credit,485250.1,Closed,2024-11-27
260,3875,Savings,77287.12,Active,2018-03-02
261,4929,Current,128415.87,Closed,2020-08-09
262,2072,Current,58891.32,Active,2019-07-23
263,3313,Savings,213635.56,Closed,2015-11-05
264,1169,Credit,57707.43,Active,2024-06-28
265,531,Current,66119.38,Active,2018-07-24
266,2140,Savings,176970.29,Active,2023-08-21
267,1636,Credit,362994.57,Active,2016-02-04
268,4784,Savings,357778.02,Active,2022-06-16
269,3431,Credit,481440.31,Dormant,2015-11-26
270,591,Credit,453069.19,Closed,2018-04-21
271,785,Current,174408.66,Active,2025-08-15
272,2573,Savings,149468.16,Dormant,2019-05-16
273,4721,Current,451265.69,Dormant,2019-05-26
274,3042,Savings,250413.3,Dormant,2023-05-13
275,654,Credit,178970.52,Dormant,2023-03-07
276,3239,Savings,6432.54,Closed,2021-12-17
277,3621,Credit,447642.71,Closed,2024-08-09
278,105,Current,114735.42,Dormant,2019-12-28
279,3022,Current,248880.56,Dormant,2023-11-19
280,4164,Current,472469.84,Active,2017-08-09
281,4758,Credit,431786.28,Closed,2024-04-23
282,2749,Credit,444151.39,Dormant,2023-06-25
283,1862,Current,429511.23,Active,2021-10-12
284,4008,Credit,195219.25,Active,2019-08-01
285,652,Current,213303.23,Closed,2024-02-14
286,3223,Credit,58308.69,Active,2024-11-17
287,4979,Savings,206307.25,Active,2019-12-14
288,1682,Savings,378730.04,Closed,2024-12-23
289,3602,Current,252194.9,Dormant,2017-04-21
290,3155,Savings,457403.38,Closed,2024-07-28
291,674,Savings,170547.54,Active,2017-07-03
292,2892,Savings,329894.09,Active,2019-08-01
293,135,Credit,156370.0,Closed,2022-03-05
294,995,Credit,377204.99,Dormant,2020-11-10
295,3058,Credit,256917.46,Dormant,2019-11-06
296,1531,Current,453628.49,Closed,2024-02-22
297,366,Credit,202707.41,Closed,2016-01-21
298,1779,Savings,145816.76,Active,2020-03-15
299,1941,Savings,77914.64,Dormant,2022-04-17
300,3192,Savings,312908.19,Active,2025-01-13
301,1355,Credit,412504.31,Dormant,2021-06-20
302,4551,Savings,23194.12,Dormant,2023-03-30
303,4453,Credit,424914.71,Dormant,2023-02-19
304,2484,Credit,64176.9,Active,2016-11-29
305,4803,Credit,293681.05,Active,2020-06-17
306,4329,Savings,479163.42,Dormant,2020-12-07
307,420,Current,8409.48,Active,2016-08-31
308,4528,Current,187951.58,Active,2019-10-11
309,2753,Current,300693.19,Closed,2025-05-29
310,2485,Savings,111094.55,Active,2020-08-20
311,3842,Credit,156413.1,Closed,2021-09-14
312,1844,Current,22531.2,Closed,2024-06-17
313,4300,Current,475509.82,Dormant,2024-12-30
314,290,Savings,221274.01,Active,2020-08-01
315,2265,Current,400000.91,Dormant,2018-08-12
316,3258,Credit,101081.48,Dormant,2023-02-25
317,3590,Savings,191734.07,Active,2021-02-12
318,4016,Credit,367821.82,Active,2020-12-02
319,4207,Credit,405174.1,Dormant,2017-09-30
320,2808,Savings,402329.08,Closed,2018-01-19
321,1745,Current,213273.62,Closed,2019-12-26
322,2655,Credit,432182.57,Active,2023-08-21
323,690,Current,127777.34,Closed,2023-01-10
324,2653,Savings,363167.06,Active,2022-04-17
325,3605,Credit,408996.01,Closed,2022-09-16
326,3859,Credit,9928.74,Closed,2025-05-31
327,3604,Credit,148556.05,Active,2022-08-22
328,1473,Current,170708.74,Active,2019-12-29
329,4407,Current,192677.89,Dormant,2019-09-21
330,2044,Savings,66782.95,Dormant,2015-11-05
331,3050,Credit,475260.42,Dormant,2020-05-28
332,1159,Current,424076.66,Dormant,2018-10-07
333,2126,Current,88015.78,Active,2016-09-05
334,4540,Savings,147108.51,Closed,2017-02-24
335,3839,Savings,350305.84,Dormant,2017-12-19
336,3803,Savings,426212.47,Active,2018-01-13
337,3846,Credit,71288.7,Active,2024-04-02
338,2851,Current,107102.37,Dormant,2020-09-25
339,2339,Credit,360035.96,Active,2023-08-28
340,408,Credit,443876.98,Closed,2021-02-13
341,3355,Credit,346225.01,Closed,2020-04-29
342,2622,Credit,228276.73,Dormant,2023-03-26
343,1759,Current,4186.42,Closed,2023-01-20
344,3440,Savings,201212.68,Active,2019-09-18
345,2473,Credit,266292.11,Dormant,2016-01-12
346,2297,Savings,353054.06,Closed,2018-08-12
347,3618,Savings,250629.35,Dormant,2018-04-29
348,1905,Current,188850.99,Active,2017-08-15
349,2876,Credit,253065.18,Dormant,2016-02-10
350,2305,Credit,68572.04,Closed,2021-08-14
351,4264,Credit,253773.25,Active,2016-06-04
352,3138,Current,166468.15,Closed,2020-08-15
353,4660,Savings,207562.0,Active,2016-10-18
354,2349,Current,238150.65,Active,2017-06-15
355,4999,Savings,88668.89,Dormant,2023-06-25
356,3965,Current,253164.48,Dormant,2021-08-21
357,2947,Savings,34638.37,Closed,2024-09-01
358,2154,Credit,27496.56,Closed,2016-05-19
359,4639,Credit,288302.15,Dormant,2022-06-19
360,3422,Current,355798.57,Closed,2025-01-29
361,703,Credit,367232.29,Active,2018-04-24
362,2581,Current,412946.11,Dormant,2021-07-27
363,3714,Savings,490351.73,Closed,2019-07-01
364,3217,Savings,380046.74,Closed,2024-02-20
365,2152,Credit,206436.46,Active,2025-06-14
366,4077,Savings,350858.23,Dormant,2020-01-30
367,2009,Credit,266457.5,Dormant,2017-09-16
368,1422,Current,374401.65,Dormant,2021-10-12
369,4692,Current,73625.15,Active,2019-01-28
370,370,Savings,32517.71,Dormant,2024-06-05
371,1173,Current,42037.73,Dormant,2022-01-27
372,2602,Savings,345590.54,Dormant,2017-06-19
373,293,Savings,298401.82,Dormant,2020-06-02
374,4091,Current,107543.87,Active,2023-02-02
375,603,Current,347708.76,Dormant,2019-05-02
376,479,Savings,11814.67,Active,2019-07-15
377,1022,Savings,302196.13,Dormant,2015-11-06
378,4403,Savings,181450.82,Dormant,2016-06-10
379,1406,Savings,415245.94,Closed,2025-02-18
380,142,Savings,176537.52,Closed,2025-03-24
381,3313,Savings,222605.23,Closed,2016-04-02
382,1417,Credit,144517.41,Dormant,2017-09-02
383,4796,Credit,267919.32,Dormant,2020-03-01
384,1590,Credit,256530.14,Closed,2023-07-06
385,3331,Current,8878.42,Closed,2021-11-16
386,2094,Savings,191234.12,Closed,2023-04-17
387,4997,Credit,69077.85,Dormant,2018-07-04
388,3955,Savings,264244.94,Closed,2024-06-28
389,1343,Credit,407303.19,Active,2025-04-16
390,1661,Savings,345112.56,Dormant,2023-08-16
391,1444,Credit,93518.08,Closed,2019-10-21
392,4680,Savings,267597.13,Active,2021-09-30
393,4994,Savings,143208.56,Active,2018-11-04
394,985,Credit,239443.33,Closed,2018-05-23
395,1326,Credit,175004.73,Dormant,2024-09-09
396,1621,Credit,218207.77,Active,2016-01-13
397,1432,Current,493279.36,Active,2016-10-09
398,951,Current,473403.06,Dormant,2021-01-17
399,245,Current,147926.85,Closed,2022-11-03
400,2507,Credit,361744.96,Closed,2024-07-06
401,4378,Credit,418641.47,Closed,2021-07-09
402,3227,Credit,304300.86,Dormant,2022-04-02
403,3725,Current,468477.46,Closed,2021-01-04
404,3152,Savings,365557.83,Dormant,2017-02-07
405,2286,Credit,229040.01,Dormant,2019-07-28
406,419,Savings,411159.2,Active,2023-11-28
407,437,Savings,166339.57,Closed,2018-10-11
408,4222,Savings,378932.02,Closed,2025-04-10
409,4914,Current,86219.16,Closed,2015-10-01
410,3364,Credit,308489.93,Closed,2023-07-15
411,4321,Credit,105676.69,Active,2022-08-03
412,1651,Savings,395290.96,Closed,2020-01-20
413,3270,Savings,309949.91,Active,2017-11-06
414,450,Savings,499439.58,Active,2017-01-15
415,4192,Savings,205696.41,Dormant,2020-06-05
416,1092,Savings,484130.39,Closed,2018-05-13
417,1024,Savings,89107.03,Active,2017-10-21
418,3326,Current,334784.9,Dormant,2020-04-19
419,893,Savings,210855.69,Active,2020-05-06
420,2862,Current,401223.99,Active,2019-08-06
421,3149,Credit,179258.08,Dormant,2020-06-26
422,4588,Savings,146715.08,Dormant,2021-09-03
423,329,Savings,71635.52,Closed,2025-08-11
424,4926,Current,264827.81,Active,2024-10-31
425,1863,Current,41138.78,Closed,2019-03-25
426,1276,Credit,146389.72,Active,2015-11-20
427,489,Savings,235823.11,Closed,2020-04-22
428,3654,Credit,317910.51,Active,2020-05-24
429,3756,Savings,309247.4,Dormant,2018-02-24
430,345,Credit,445461.92,Closed,2019-09-21
431,3630,Credit,11955.88,Dormant,2025-04-04
432,2916,Credit,96536.42,Active,2022-05-08
433,2470,Savings,482075.6,Closed,2018-09-28
434,1194,Credit,103805.24,Active,2022-04-19
435,676,Savings,391237.52,Dormant,2024-03-03
436,3221,Current,160354.74,Dormant,2016-12-29
437,3950,Current,409748.99,Dormant,2023-01-25
438,2921,Current,327349.9,Active,2017-09-17
439,2084,Credit,449316.18,Active,2017-02-22
440,4398,Current,354584.6,Active,2016-10-21
441,4045,Savings,149440.69,Dormant,2021-05-17
442,769,Credit,427656.96,Active,2016-06-10
443,48,Current,215689.48,Dormant,2018-02-24
444,2686,Current,352443.51,Dormant,2023-08-18
445,297,Credit,125700.76,Active,2021-09-02
446,4666,Savings,55780.39,Active,2022-10-30
447,2431,Current,152165.65,Dormant,2018-01-26
448,1006,Credit,76070.85,Active,2024-05-14
449,1605,Current,426889.92,Active,2023-07-27
450,762,Credit,153673.26,Closed,2020-06-13
451,391,Current,263361.61,Active,2023-09-10
452,4194,Savings,358538.16,Dormant,2020-01-16
453,3718,Current,421425.17,Active,2016-08-05
454,1601,Current,188719.38,Dormant,2018-01-03
455,1476,Credit,425330.07,Active,2021-05-14
456,3344,Credit,275027.52,Dormant,2019-06-24
457,2558,Current,303456.92,Dormant,2024-10-04
458,1745,Credit,285604.24,Dormant,2023-09-20
459,829,Savings,343978.47,Active,2021-04-12
460,1488,Credit,197552.59,Closed,2019-02-03
461,620,Credit,232275.64,Closed,2019-06-28
462,3887,Current,71237.8,Active,2016-05-07
463,1848,Credit,54628.07,Active,2022-07-25
464,442,Savings,80483.68,Active,2019-08-19
465,906,Current,370414.26,Active,2023-10-10
466,1105,Credit,373137.27,Active,2024-08-02
467,4334,Savings,24386.25,Closed,2023-01-31
468,2727,Current,38818.19,Active,2020-05-13
469,2288,Savings,295582.53,Active,2025-02-21
470,4439,Savings,72753.93,Active,2022-02-19
471,247,Current,279689.08,Active,2017-04-28
472,1765,Current,329693.65,Active,2020-11-05
473,1691,Credit,19757.3,Dormant,2023-05-28
474,3193,Current,411182.18,Dormant,2021-11-17
475,2050,Credit,388193.94,Closed,2018-05-24
476,2487,Current,206543.49,Active,2024-07-20
477,2939,Credit,65291.41,Dormant,2022-12-24
478,2028,Savings,10836.04,Active,2025-04-30
479,4081,Current,369830.98,Active,2022-06-11
480,4038,Credit,442219.9,Active,2020-07-24
481,4087,Credit,143087.25,Closed,2025-04-07
482,1518,Savings,234247.39,Closed,2022-05-09
483,2549,Credit,139328.7,Dormant,2024-09-05
484,619,Credit,339442.43,Dormant,2024-01-07
485,3595,Current,418266.08,Dormant,2020-05-25
486,3437,Credit,404224.35,Active,2025-05-26
487,858,Current,417453.44,Dormant,2022-02-16
488,3741,Savings,383607.46,Dormant,2019-04-02
489,2380,Credit,338506.55,Active,2018-10-04
490,1873,Credit,57488.9,Active,2019-01-11
491,4963,Credit,381132.02,Dormant,2019-09-19
492,3432,Current,188826.65,Active,2019-08-28
493,3661,Credit,380989.04,Closed,2023-03-09
494,2781,Current,307545.3,Closed,2022-03-03
495,2757,Current,462847.65,Closed,2018-08-25
496,242,Savings,443897.57,Dormant,2020-10-07
497,2715,Current,326574.8,Closed,2022-12-30
498,2448,Savings,380730.88,Active,2021-06-05
499,799,Current,219043.39,Closed,2023-10-07
500,596,Credit,137119.22,Closed,2025-01-27
501,2442,Current,281153.42,Dormant,2021-12-23
502,2436,Current,9310.71,Closed,2016-08-17
503,58,Current,152387.8,Dormant,2020-09-26
504,4292,Savings,282355.25,Dormant,2019-12-17
505,4654,Savings,83795.93,Closed,2018-10-02
506,4240,Credit,247777.86,Closed,2023-09-12
507,1375,Current,206757.05,Dormant,2025-05-19
508,1886,Savings,39257.86,Dormant,2018-10-03
509,4976,Savings,405952.66,Dormant,2016-12-03
510,4440,Savings,441475.71,Active,2017-01-30
511,3703,Savings,366650.76,Active,2018-07-25
512,3477,Credit,253771.55,Dormant,2017-11-24
513,4989,Savings,343632.7,Active,2021-12-23
514,869,Savings,443757.02,Dormant,2019-02-17
515,1289,Credit,66054.19,Closed,2024-10-22
516,3131,Savings,414768.86,Dormant,2021-03-28
517,2715,Current,315132.13,Active,2018-12-13
518,3926,Current,459494.25,Active,2020-04-23
519,4487,Savings,103126.92,Closed,2018-11-25
520,4699,Credit,449263.06,Closed,2020-01-12
521,3464,Credit,444643.22,Active,2023-06-16
522,3709,Credit,153891.64,Dormant,2016-11-20
523,3814,Current,311297.44,Closed,2017-02-22
524,1213,Savings,90592.6,Closed,2022-10-07
525,1007,Current,86981.42,Dormant,2021-10-07
526,1813,Credit,51314.21,Closed,2021-09-04
527,209,Current,162229.61,Dormant,2023-04-09
528,625,Credit,182373.76,Active,2022-01-20
529,3127,Credit,239871.13,Closed,2020-06-27
530,487,Credit,345748.76,Active,2021-07-17
531,1757,Savings,461496.54,Dormant,2020-10-19
532,4012,Credit,481516.53,Closed,2025-03-17
533,1900,Savings,285946.08,Active,2018-06-17
534,446,Credit,459414.62,Active,2015-10-24
535,3147,Savings,416991.38,Dormant,2017-08-31
536,609,Current,352885.43,Closed,2023-11-29
537,534,Credit,474588.02,Closed,2021-07-10
538,4949,Current,73756.58,Closed,2015-11-03
539,443,Savings,364750.63,Closed,2018-06-10
540,3879,Savings,308054.61,Active,2021-09-07
541,1223,Credit,304504.16,Active,2020-02-21
542,1651,Savings,331924.39,Dormant,2015-11-17
543,2753,Current,109619.4,Active,2017-08-20
544,4792,Savings,454829.49,Dormant,2022-05-27
545,496,Savings,461397.91,Active,2021-09-12
546,1952,Current,52111.43,Closed,2019-07-07
547,303,Credit,37338.38,Dormant,2019-02-09
548,166,Savings,100536.99,Closed,2019-02-17
549,4638,Savings,66378.15,Active,2016-12-25
550,4288,Credit,216735.79,Active,2021-02-27
551,3569,Current,108726.88,Active,2020-12-01
552,1027,Current,477985.74,Closed,2020-03-27
553,1877,Savings,16413.52,Active,2017-07-30
554,563,Savings,466018.45,Dormant,2020-10-15
555,3781,Savings,95543.3,Dormant,2025-02-19
556,4516,Current,189959.69,Closed,2024-09-03
557,4579,Savings,12158.94,Closed,2017-02-06
558,3281,Savings,122609.27,Dormant,2020-07-19
559,3992,Current,82960.94,Dormant,2020-02-19
560,85,Current,478980.21,Active,2023-07-11
561,1638,Credit,32971.7,Closed,2016-05-20
562,4739,Savings,27831.05,Active,2018-09-06
563,726,Current,302482.29,Closed,2020-07-17
564,3989,Current,27737.61,Dormant,2022-10-11
565,3916,Current,139233.45,Closed,2021-12-03
566,766,Credit,76296.31,Dormant,2016-01-08
567,1728,Credit,124162.28,Closed,2018-10-15
568,2756,Savings,374507.04,Closed,2016-12-25
569,2105,Current,188171.2,Closed,2022-05-03
